Ad Title,Brand,Platform,Date of Release,View Count,Celebrity Featured,Ad Copy / Script,Ad Link,Source
Hofer Werbespot 2003,Hofer,TV,2024-12-24,365300,DJ Ötzi,Erste Bank – Weil du zählst.,https://schuller-riepl.net/,Horizont.at
XXXLutz Werbespot 2001,XXXLutz,YouTube,2021-09-23,639490,Marcel Hirscher,Magenta – So geht Internet heute.,https://www.schubert.net/,ORF
Magenta Werbespot 1982,Magenta,Facebook,2024-11-28,271226,,Red Bull verleiht dir Flüüügel.,http://www.taferner.at/,Horizont.at
Hofer Werbespot 2022,Hofer,Facebook,2020-05-08,573994,Armin Assinger,Spar – wo Qualität auf Preis trifft.,https://www.hammerl.co.at/,ORF
ÖBB Werbespot 1970,ÖBB,TikTok,2022-02-27,281667,Manuel Rubey,Bei Lidl Österreich ist mehr für dich drin.,https://reinbacher.org/,YouTube Leaderboard
Hofer Werbespot 2002,Hofer,Instagram,2024-06-12,3734032,DJ Ötzi,XXXLutz macht Wohnen zum Erlebnis.,http://www.peham.at/,Horizont.at
Billa Werbespot 2006,Billa,Instagram,2022-08-20,3348951,,Erste Bank – Weil du zählst.,https://www.stoeger.net/,ORF
A1 Telekom Werbespot 2024,A1 Telekom,YouTube,2021-10-27,6181288,Conchita Wurst,Red Bull verleiht dir Flüüügel.,http://www.franz.org/,Statista AT
Magenta Werbespot 2005,Magenta,TikTok,2022-06-12,997850,Manuel Rubey,Schneller surfen mit A1 – Österreichs schnellstes Netz.,https://dangl-kogler.net/,ORF
Hofer Werbespot 2001,Hofer,TikTok,2025-02-07,2405592,Anna Veith,Mit Hofer wird’s g’scheit günstig.,http://www.scherer-tischler.at/,YouTube Leaderboard
Spar Werbespot 2014,Spar,YouTube,2020-07-26,3802008,Christoph Waltz,Red Bull verleiht dir Flüüügel.,http://kolb-pendl.net/,Statista AT
Spar Werbespot 1973,Spar,Instagram,2020-05-18,5612246,,Erste Bank – Weil du zählst.,http://www.vogl-lederer.com/,Meta Ads Library
Magenta Werbespot 2008,Magenta,Instagram,2021-02-09,7487032,,Schneller surfen mit A1 – Österreichs schnellstes Netz.,http://www.zauner.org/,YouTube Leaderboard
Billa Werbespot 2002,Billa,TikTok,2022-08-09,1891075,DJ Ötzi,XXXLutz macht Wohnen zum Erlebnis.,http://www.hollaus.org/,YouTube Leaderboard
Billa Werbespot 2014,Billa,TV,2020-07-30,230486,Anna Veith,Erste Bank – Weil du zählst.,http://guggenberger.co.at/,Horizont.at
Lidl Österreich Werbespot 2021,Lidl Österreich,TV,2023-09-08,6751603,DJ Ötzi,ÖBB – Nachhaltig ans Ziel.,http://philipp.org/,YouTube Leaderboard
Lidl Österreich Werbespot 1996,Lidl Österreich,YouTube,2024-11-23,2604518,Conchita Wurst,Magenta – So geht Internet heute.,https://fischer.at/,Statista AT
Magenta Werbespot 2004,Magenta,TV,2023-03-29,6916671,Manuel Rubey,Bei Lidl Österreich ist mehr für dich drin.,http://www.handl-unger.at/,Meta Ads Library
Billa Werbespot 1993,Billa,YouTube,2023-09-03,3784659,DJ Ötzi,Mit Hofer wird’s g’scheit günstig.,https://www.hofer.net/,Horizont.at
ÖBB Werbespot 1985,ÖBB,TikTok,2023-04-29,5376980,Christoph Waltz,Bei Lidl Österreich ist mehr für dich drin.,https://scheer.net/,YouTube Leaderboard
Billa Werbespot 1975,Billa,TikTok,2022-10-23,7649608,Manuel Rubey,"Jetzt neu bei Billa – frisch, regional, leiwand.",http://www.hirsch.net/,Meta Ads Library
Magenta Werbespot 2018,Magenta,Instagram,2021-08-11,1391243,Christoph Waltz,Red Bull verleiht dir Flüüügel.,https://eichinger-dorfer.at/,ORF
A1 Telekom Werbespot 1990,A1 Telekom,TikTok,2024-01-30,7517182,DJ Ötzi,Schneller surfen mit A1 – Österreichs schnellstes Netz.,https://felder.co.at/,Meta Ads Library
Erste Bank Werbespot 1999,Erste Bank,TikTok,2024-02-12,2312262,Anna Veith,Red Bull verleiht dir Flüüügel.,https://www.dobler.org/,ORF
Lidl Österreich Werbespot 1976,Lidl Österreich,YouTube,2023-01-21,4225889,,Red Bull verleiht dir Flüüügel.,https://www.koeck-kral.at/,Horizont.at
Lidl Österreich Werbespot 2019,Lidl Österreich,Facebook,2025-01-21,5535851,Christoph Waltz,Bei Lidl Österreich ist mehr für dich drin.,http://www.kolm.com/,Horizont.at
ÖBB Werbespot 1990,ÖBB,YouTube,2022-07-31,6932583,,"Jetzt neu bei Billa – frisch, regional, leiwand.",https://www.gahleitner.com/,Meta Ads Library
Red Bull Werbespot 1998,Red Bull,TikTok,2022-11-06,2230094,,Spar – wo Qualität auf Preis trifft.,https://www.heinz-heger.net/,Horizont.at
XXXLutz Werbespot 2010,XXXLutz,YouTube,2021-12-17,4187846,,ÖBB – Nachhaltig ans Ziel.,https://www.hoeglinger.net/,ORF
Erste Bank Werbespot 1992,Erste Bank,Facebook,2023-07-13,6760213,Petra Frey,Magenta – So geht Internet heute.,https://larcher-sulzer.org/,ORF
Hofer Werbespot 1979,Hofer,YouTube,2022-11-08,1336074,Conchita Wurst,Mit Hofer wird’s g’scheit günstig.,https://www.jank-geisler.net/,Statista AT
Hofer Werbespot 1991,Hofer,Facebook,2022-10-11,2863742,Petra Frey,Bei Lidl Österreich ist mehr für dich drin.,https://www.kolar-hollaus.net/,YouTube Leaderboard
ÖBB Werbespot 1994,ÖBB,Instagram,2021-04-07,3354677,DJ Ötzi,Red Bull verleiht dir Flüüügel.,http://www.springer.net/,ORF
Magenta Werbespot 2018,Magenta,YouTube,2022-01-30,2686938,,Spar – wo Qualität auf Preis trifft.,https://burger.net/,Statista AT
Spar Werbespot 2015,Spar,TV,2024-07-18,2089694,Marcel Hirscher,Red Bull verleiht dir Flüüügel.,http://heinzl.co.at/,Meta Ads Library
Red Bull Werbespot 2018,Red Bull,TV,2023-11-24,7259131,Marcel Hirscher,Bei Lidl Österreich ist mehr für dich drin.,https://www.puehringer-mathis.org/,Statista AT
A1 Telekom Werbespot 1997,A1 Telekom,Instagram,2024-11-04,7842875,Christoph Waltz,Bei Lidl Österreich ist mehr für dich drin.,https://www.schmidl-wurzinger.org/,ORF
A1 Telekom Werbespot 2010,A1 Telekom,TV,2021-01-08,4327824,Christoph Waltz,Mit Hofer wird’s g’scheit günstig.,http://www.santner.org/,Statista AT
Erste Bank Werbespot 1973,Erste Bank,YouTube,2025-02-01,765386,Petra Frey,Magenta – So geht Internet heute.,https://eichhorn-amon.at/,Horizont.at
Hofer Werbespot 1987,Hofer,Facebook,2022-03-09,4903445,Anna Veith,Erste Bank – Weil du zählst.,http://krammer-loeffler.org/,Meta Ads Library
Red Bull Werbespot 2016,Red Bull,TV,2024-07-21,5022350,Marcel Hirscher,Mit Hofer wird’s g’scheit günstig.,http://mayr.com/,ORF
Magenta Werbespot 1998,Magenta,YouTube,2021-01-10,3624884,Armin Assinger,Red Bull verleiht dir Flüüügel.,http://www.jandl-kaufmann.net/,ORF
ÖBB Werbespot 2023,ÖBB,Instagram,2022-01-21,389520,Manuel Rubey,Magenta – So geht Internet heute.,https://eberharter-leitgeb.net/,Meta Ads Library
Lidl Österreich Werbespot 1991,Lidl Österreich,Facebook,2020-11-13,3051069,,ÖBB – Nachhaltig ans Ziel.,https://www.erber.com/,ORF
Spar Werbespot 2014,Spar,TikTok,2021-03-24,3787846,Manuel Rubey,ÖBB – Nachhaltig ans Ziel.,http://www.gattringer.com/,ORF
Lidl Österreich Werbespot 2008,Lidl Österreich,TikTok,2023-12-04,1006659,,Red Bull verleiht dir Flüüügel.,https://www.reithofer-gollner.co.at/,Meta Ads Library
XXXLutz Werbespot 2013,XXXLutz,Instagram,2023-12-22,4689432,DJ Ötzi,Erste Bank – Weil du zählst.,https://www.reicher.net/,YouTube Leaderboard
A1 Telekom Werbespot 2010,A1 Telekom,TikTok,2023-12-14,3377078,,ÖBB – Nachhaltig ans Ziel.,https://www.haberl.at/,Meta Ads Library
Red Bull Werbespot 2009,Red Bull,Facebook,2021-03-01,5996042,Armin Assinger,Erste Bank – Weil du zählst.,http://gritsch-loidl.at/,Statista AT
Magenta Werbespot 1987,Magenta,Facebook,2024-06-17,5095681,Petra Frey,ÖBB – Nachhaltig ans Ziel.,https://kratzer.com/,YouTube Leaderboard
ÖBB Werbespot 1993,ÖBB,Instagram,2024-03-11,1373165,,Magenta – So geht Internet heute.,http://pucher.co.at/,Horizont.at
Erste Bank Werbespot 1991,Erste Bank,Instagram,2021-04-20,4265666,,ÖBB – Nachhaltig ans Ziel.,http://gmeiner.co.at/,Horizont.at
Hofer Werbespot 2004,Hofer,Instagram,2023-08-08,3993687,,"Jetzt neu bei Billa – frisch, regional, leiwand.",https://www.kopp.net/,ORF
ÖBB Werbespot 2013,ÖBB,YouTube,2024-11-13,3504193,,Bei Lidl Österreich ist mehr für dich drin.,http://www.hosp-fischer.co.at/,ORF
Red Bull Werbespot 1991,Red Bull,TV,2024-02-19,2237430,,Bei Lidl Österreich ist mehr für dich drin.,http://meier.co.at/,Horizont.at
A1 Telekom Werbespot 1996,A1 Telekom,TikTok,2025-01-27,4040296,Armin Assinger,Red Bull verleiht dir Flüüügel.,https://meyer.net/,Horizont.at
Lidl Österreich Werbespot 2003,Lidl Österreich,Facebook,2021-09-20,6902594,Manuel Rubey,Spar – wo Qualität auf Preis trifft.,http://www.hufnagl.com/,Meta Ads Library
Lidl Österreich Werbespot 1985,Lidl Österreich,Facebook,2024-11-14,168858,Conchita Wurst,Mit Hofer wird’s g’scheit günstig.,https://www.pieber-schoepf.net/,ORF
XXXLutz Werbespot 2007,XXXLutz,TV,2024-08-23,5802336,Christoph Waltz,Spar – wo Qualität auf Preis trifft.,http://www.stecher-paier.com/,Statista AT
Magenta Werbespot 2006,Magenta,TV,2020-08-26,7331725,,"Jetzt neu bei Billa – frisch, regional, leiwand.",https://www.edlinger-schaefer.co.at/,YouTube Leaderboard
Magenta Werbespot 1990,Magenta,TikTok,2020-07-28,2736713,Anna Veith,Mit Hofer wird’s g’scheit günstig.,https://weidinger-suppan.at/,Horizont.at
XXXLutz Werbespot 1999,XXXLutz,Facebook,2021-04-18,3865937,DJ Ötzi,ÖBB – Nachhaltig ans Ziel.,http://www.prohaska.org/,ORF
Magenta Werbespot 2013,Magenta,Instagram,2023-12-10,5127693,DJ Ötzi,Mit Hofer wird’s g’scheit günstig.,http://www.stueckler.at/,YouTube Leaderboard
A1 Telekom Werbespot 2008,A1 Telekom,TikTok,2023-04-13,2513992,Marcel Hirscher,Spar – wo Qualität auf Preis trifft.,https://www.schmied-hufnagl.com/,ORF
Erste Bank Werbespot 2008,Erste Bank,TV,2022-07-28,2669530,Anna Veith,Mit Hofer wird’s g’scheit günstig.,http://www.breuer-hofmeister.co.at/,ORF
Magenta Werbespot 2017,Magenta,Instagram,2021-06-05,1032354,Marcel Hirscher,Bei Lidl Österreich ist mehr für dich drin.,http://www.jaeger.net/,Horizont.at
XXXLutz Werbespot 2003,XXXLutz,Instagram,2021-07-04,6494933,Manuel Rubey,Red Bull verleiht dir Flüüügel.,https://lindner-boesch.at/,ORF
Red Bull Werbespot 1997,Red Bull,YouTube,2024-09-06,2915507,Marcel Hirscher,Mit Hofer wird’s g’scheit günstig.,https://meixner-kainz.org/,ORF
Hofer Werbespot 1970,Hofer,Facebook,2021-02-02,6955362,Anna Veith,ÖBB – Nachhaltig ans Ziel.,https://stifter.net/,ORF
Magenta Werbespot 1984,Magenta,Facebook,2023-12-14,926258,Marcel Hirscher,Bei Lidl Österreich ist mehr für dich drin.,http://joebstl-toth.com/,Horizont.at
A1 Telekom Werbespot 1992,A1 Telekom,YouTube,2024-12-14,5628974,Anna Veith,ÖBB – Nachhaltig ans Ziel.,http://wurzer-scheidl.at/,YouTube Leaderboard
A1 Telekom Werbespot 1973,A1 Telekom,YouTube,2021-02-22,3477023,Armin Assinger,Erste Bank – Weil du zählst.,https://www.wandl.net/,Statista AT
Spar Werbespot 2001,Spar,Facebook,2020-04-21,53465,,ÖBB – Nachhaltig ans Ziel.,https://www.zettl.com/,YouTube Leaderboard
XXXLutz Werbespot 1980,XXXLutz,TV,2022-08-18,4015128,,Spar – wo Qualität auf Preis trifft.,http://dengg-kocher.co.at/,ORF
ÖBB Werbespot 1973,ÖBB,YouTube,2023-09-02,7626327,Marcel Hirscher,XXXLutz macht Wohnen zum Erlebnis.,https://www.rupp-dorfer.at/,Horizont.at
A1 Telekom Werbespot 1970,A1 Telekom,YouTube,2022-02-11,7670726,,Red Bull verleiht dir Flüüügel.,https://www.punz.org/,Statista AT
Billa Werbespot 2016,Billa,TV,2024-01-31,6619892,Armin Assinger,Mit Hofer wird’s g’scheit günstig.,http://www.kaufmann.net/,YouTube Leaderboard
Erste Bank Werbespot 2017,Erste Bank,YouTube,2021-06-03,2513095,Armin Assinger,Bei Lidl Österreich ist mehr für dich drin.,https://www.kopp.at/,Horizont.at
Spar Werbespot 1977,Spar,Instagram,2022-12-18,3821356,DJ Ötzi,ÖBB – Nachhaltig ans Ziel.,https://kopf.co.at/,Horizont.at
Hofer Werbespot 1974,Hofer,TikTok,2024-10-23,3936042,Christoph Waltz,Schneller surfen mit A1 – Österreichs schnellstes Netz.,http://www.kirchmair-schuler.co.at/,YouTube Leaderboard
Spar Werbespot 2012,Spar,Facebook,2021-08-02,6143072,DJ Ötzi,Mit Hofer wird’s g’scheit günstig.,https://dietrich.co.at/,ORF
Billa Werbespot 2021,Billa,Instagram,2021-05-06,6643439,Armin Assinger,Schneller surfen mit A1 – Österreichs schnellstes Netz.,https://jauk-stelzl.co.at/,Horizont.at
A1 Telekom Werbespot 1986,A1 Telekom,TikTok,2022-08-27,7191877,Christoph Waltz,Magenta – So geht Internet heute.,http://www.rabl.org/,Statista AT
Magenta Werbespot 1989,Magenta,YouTube,2020-07-11,3372432,DJ Ötzi,XXXLutz macht Wohnen zum Erlebnis.,https://www.rausch.net/,YouTube Leaderboard
Billa Werbespot 1990,Billa,Instagram,2020-10-05,7860272,Petra Frey,Spar – wo Qualität auf Preis trifft.,http://engl-hauer.net/,Meta Ads Library
Erste Bank Werbespot 2013,Erste Bank,Facebook,2020-11-25,3757489,Manuel Rubey,Schneller surfen mit A1 – Österreichs schnellstes Netz.,http://felder-krainz.org/,ORF
Erste Bank Werbespot 1998,Erste Bank,TikTok,2023-05-29,105929,,Schneller surfen mit A1 – Österreichs schnellstes Netz.,http://augustin.at/,ORF
A1 Telekom Werbespot 1970,A1 Telekom,YouTube,2022-07-12,3914016,Armin Assinger,Schneller surfen mit A1 – Österreichs schnellstes Netz.,http://www.steinwender.org/,YouTube Leaderboard
XXXLutz Werbespot 1989,XXXLutz,TikTok,2024-07-23,7753574,,Schneller surfen mit A1 – Österreichs schnellstes Netz.,https://kronsteiner.org/,Meta Ads Library
Erste Bank Werbespot 2006,Erste Bank,TikTok,2021-08-06,1862617,DJ Ötzi,Spar – wo Qualität auf Preis trifft.,https://www.dangl-nemeth.co.at/,YouTube Leaderboard
Hofer Werbespot 2024,Hofer,TV,2021-08-14,6282454,Christoph Waltz,Bei Lidl Österreich ist mehr für dich drin.,https://richter.at/,ORF
XXXLutz Werbespot 1991,XXXLutz,TV,2024-01-08,6363116,,ÖBB – Nachhaltig ans Ziel.,http://www.dietrich.at/,YouTube Leaderboard
A1 Telekom Werbespot 2000,A1 Telekom,TikTok,2020-10-06,7334387,,XXXLutz macht Wohnen zum Erlebnis.,https://www.angerer.co.at/,Horizont.at
Hofer Werbespot 2017,Hofer,Instagram,2020-05-24,665173,,Bei Lidl Österreich ist mehr für dich drin.,http://neuner-neulinger.com/,Meta Ads Library
Red Bull Werbespot 1981,Red Bull,TikTok,2023-06-18,1705813,,Bei Lidl Österreich ist mehr für dich drin.,http://windisch.at/,Horizont.at
Billa Werbespot 1992,Billa,Instagram,2023-12-13,7177948,Christoph Waltz,ÖBB – Nachhaltig ans Ziel.,https://www.schrammel-pokorny.at/,Statista AT
Spar Werbespot 2003,Spar,Facebook,2024-03-03,6023943,,Bei Lidl Österreich ist mehr für dich drin.,https://www.weber-pilz.co.at/,Statista AT
Spar Werbespot 1995,Spar,TV,2021-08-20,6793800,,"Jetzt neu bei Billa – frisch, regional, leiwand.",https://www.scharf.co.at/,Statista AT
Billa Werbespot 2020,Billa,TV,2024-08-16,3841903,,Bei Lidl Österreich ist mehr für dich drin.,http://www.hebenstreit.net/,Meta Ads Library
Magenta Werbespot 1994,Magenta,Instagram,2023-07-22,6077313,Petra Frey,"Jetzt neu bei Billa – frisch, regional, leiwand.",http://www.penz.net/,Statista AT
Erste Bank Werbespot 1985,Erste Bank,Facebook,2023-01-13,4861226,Armin Assinger,XXXLutz macht Wohnen zum Erlebnis.,http://jung.at/,Meta Ads Library
XXXLutz Werbespot 2008,XXXLutz,YouTube,2023-06-21,4549608,DJ Ötzi,"Jetzt neu bei Billa – frisch, regional, leiwand.",http://www.haiden.at/,Meta Ads Library
Hofer Werbespot 1997,Hofer,Instagram,2020-11-19,3439824,Armin Assinger,Red Bull verleiht dir Flüüügel.,https://kainz-dietrich.org/,YouTube Leaderboard
XXXLutz Werbespot 2001,XXXLutz,TV,2020-05-13,3772602,DJ Ötzi,Magenta – So geht Internet heute.,https://www.philipp-steindl.com/,Statista AT
Spar Werbespot 2020,Spar,TikTok,2022-05-12,1125599,,Erste Bank – Weil du zählst.,https://mitteregger.co.at/,Meta Ads Library
Billa Werbespot 2019,Billa,TV,2024-12-12,4446252,,Red Bull verleiht dir Flüüügel.,http://www.kurz.co.at/,YouTube Leaderboard
Red Bull Werbespot 2006,Red Bull,Instagram,2023-03-31,3893958,Armin Assinger,ÖBB – Nachhaltig ans Ziel.,http://singer.net/,Statista AT
Magenta Werbespot 2020,Magenta,Facebook,2022-11-30,2086281,Manuel Rubey,Mit Hofer wird’s g’scheit günstig.,http://www.haslauer.at/,ORF
Billa Werbespot 1979,Billa,Facebook,2022-09-05,7873568,Marcel Hirscher,XXXLutz macht Wohnen zum Erlebnis.,http://www.woehrer.net/,Meta Ads Library
XXXLutz Werbespot 2017,XXXLutz,YouTube,2023-06-20,2028855,,Spar – wo Qualität auf Preis trifft.,https://www.duenser.net/,Meta Ads Library
Spar Werbespot 1975,Spar,YouTube,2025-02-16,3755019,,Bei Lidl Österreich ist mehr für dich drin.,http://feigl.com/,Meta Ads Library
A1 Telekom Werbespot 1991,A1 Telekom,TV,2023-08-22,3692286,Armin Assinger,Spar – wo Qualität auf Preis trifft.,https://hofbauer-haring.at/,Horizont.at
A1 Telekom Werbespot 1983,A1 Telekom,Facebook,2021-06-15,4236984,Armin Assinger,Schneller surfen mit A1 – Österreichs schnellstes Netz.,http://www.fuereder.net/,YouTube Leaderboard
Lidl Österreich Werbespot 1991,Lidl Österreich,TikTok,2023-10-03,5025696,DJ Ötzi,Erste Bank – Weil du zählst.,http://lindner.net/,YouTube Leaderboard
Erste Bank Werbespot 1988,Erste Bank,TikTok,2021-04-26,1864240,Christoph Waltz,Magenta – So geht Internet heute.,http://www.hoeglinger.org/,ORF
Erste Bank Werbespot 1972,Erste Bank,TikTok,2022-02-16,7966764,Armin Assinger,Bei Lidl Österreich ist mehr für dich drin.,https://www.schramm.com/,YouTube Leaderboard
XXXLutz Werbespot 1996,XXXLutz,TV,2024-08-31,403292,,Erste Bank – Weil du zählst.,http://tauber-gattringer.at/,Statista AT
Magenta Werbespot 1997,Magenta,TV,2024-02-22,3434726,DJ Ötzi,Red Bull verleiht dir Flüüügel.,http://www.edlinger-strauss.co.at/,ORF
XXXLutz Werbespot 1978,XXXLutz,TikTok,2020-05-26,3982163,Christoph Waltz,Spar – wo Qualität auf Preis trifft.,http://www.gross.com/,YouTube Leaderboard
Erste Bank Werbespot 2016,Erste Bank,TV,2021-01-05,7683405,Christoph Waltz,"Jetzt neu bei Billa – frisch, regional, leiwand.",https://www.buchegger.net/,Horizont.at
XXXLutz Werbespot 2025,XXXLutz,TikTok,2021-05-24,4455893,Manuel Rubey,Red Bull verleiht dir Flüüügel.,http://binder.at/,Statista AT
A1 Telekom Werbespot 1981,A1 Telekom,Facebook,2025-03-06,2780446,Marcel Hirscher,XXXLutz macht Wohnen zum Erlebnis.,https://baumgartner-kopf.net/,Statista AT
ÖBB Werbespot 1981,ÖBB,TikTok,2023-04-23,6088257,Conchita Wurst,Spar – wo Qualität auf Preis trifft.,http://www.holl-lercher.co.at/,Meta Ads Library
Erste Bank Werbespot 1972,Erste Bank,TikTok,2022-05-22,5067676,Manuel Rubey,"Jetzt neu bei Billa – frisch, regional, leiwand.",https://wilfinger-peer.net/,Meta Ads Library
A1 Telekom Werbespot 1974,A1 Telekom,TikTok,2021-01-16,1830466,,Mit Hofer wird’s g’scheit günstig.,https://lackner.org/,YouTube Leaderboard
ÖBB Werbespot 1986,ÖBB,YouTube,2024-12-03,1786772,Marcel Hirscher,Spar – wo Qualität auf Preis trifft.,http://klein.net/,Meta Ads Library
Hofer Werbespot 1993,Hofer,TikTok,2025-02-09,5913638,Anna Veith,Spar – wo Qualität auf Preis trifft.,https://glaser-barth.com/,Statista AT
A1 Telekom Werbespot 2010,A1 Telekom,Instagram,2022-02-28,6515481,,Schneller surfen mit A1 – Österreichs schnellstes Netz.,http://strohmeier.org/,Statista AT
Hofer Werbespot 1994,Hofer,Instagram,2025-04-07,2597233,,Schneller surfen mit A1 – Österreichs schnellstes Netz.,http://www.heigl.co.at/,ORF
Magenta Werbespot 1988,Magenta,TV,2024-11-02,837185,Petra Frey,Mit Hofer wird’s g’scheit günstig.,http://www.vogler.com/,ORF
A1 Telekom Werbespot 1981,A1 Telekom,Instagram,2021-10-18,3482297,DJ Ötzi,"Jetzt neu bei Billa – frisch, regional, leiwand.",http://schlosser.org/,Horizont.at
A1 Telekom Werbespot 1971,A1 Telekom,YouTube,2023-04-16,2197531,Christoph Waltz,ÖBB – Nachhaltig ans Ziel.,http://www.pachler-huebner.co.at/,Horizont.at
Lidl Österreich Werbespot 2003,Lidl Österreich,Instagram,2020-08-14,1288519,Manuel Rubey,Spar – wo Qualität auf Preis trifft.,http://www.radl.at/,ORF
A1 Telekom Werbespot 2005,A1 Telekom,TikTok,2024-05-13,7000753,Manuel Rubey,Spar – wo Qualität auf Preis trifft.,http://gruenberger.com/,Statista AT
Magenta Werbespot 2018,Magenta,Instagram,2021-10-22,2168613,,Mit Hofer wird’s g’scheit günstig.,https://www.frank.co.at/,Statista AT
Hofer Werbespot 2022,Hofer,Instagram,2021-03-29,1429903,Christoph Waltz,Red Bull verleiht dir Flüüügel.,https://www.schmuck-salzmann.net/,Horizont.at
Hofer Werbespot 2009,Hofer,TikTok,2021-02-26,5393887,Christoph Waltz,"Jetzt neu bei Billa – frisch, regional, leiwand.",https://ferstl-fritz.net/,Horizont.at
Red Bull Werbespot 2023,Red Bull,YouTube,2024-06-10,6421738,Conchita Wurst,"Jetzt neu bei Billa – frisch, regional, leiwand.",https://www.pfister.org/,Statista AT
Billa Werbespot 2023,Billa,Facebook,2023-05-02,580156,,Red Bull verleiht dir Flüüügel.,http://www.hoerl-schweitzer.com/,Meta Ads Library
A1 Telekom Werbespot 1978,A1 Telekom,TV,2021-10-23,3140634,,"Jetzt neu bei Billa – frisch, regional, leiwand.",http://becker.com/,Horizont.at
Lidl Österreich Werbespot 2025,Lidl Österreich,TV,2022-03-06,141967,Petra Frey,"Jetzt neu bei Billa – frisch, regional, leiwand.",http://kaltenboeck.at/,Horizont.at
Magenta Werbespot 1986,Magenta,YouTube,2023-04-01,150309,Manuel Rubey,ÖBB – Nachhaltig ans Ziel.,https://www.windhager.com/,ORF
Magenta Werbespot 2000,Magenta,YouTube,2020-05-24,4222893,Marcel Hirscher,Magenta – So geht Internet heute.,https://www.schimpl.com/,YouTube Leaderboard
Spar Werbespot 1987,Spar,TikTok,2021-03-20,1259042,Conchita Wurst,Spar – wo Qualität auf Preis trifft.,http://www.leitgeb-schweighofer.net/,YouTube Leaderboard
Lidl Österreich Werbespot 1981,Lidl Österreich,Instagram,2023-10-27,6848513,,Erste Bank – Weil du zählst.,https://pauer-kohler.at/,ORF
XXXLutz Werbespot 2002,XXXLutz,Instagram,2025-03-19,3416004,Conchita Wurst,Mit Hofer wird’s g’scheit günstig.,http://www.boehler-stockinger.at/,Horizont.at
A1 Telekom Werbespot 1990,A1 Telekom,Instagram,2020-06-20,5748157,Anna Veith,XXXLutz macht Wohnen zum Erlebnis.,https://boehler.co.at/,Meta Ads Library
Spar Werbespot 1995,Spar,TV,2021-08-31,3173927,Manuel Rubey,ÖBB – Nachhaltig ans Ziel.,http://www.putz-reicher.net/,Statista AT
Red Bull Werbespot 2017,Red Bull,YouTube,2020-07-24,5905892,,Red Bull verleiht dir Flüüügel.,https://www.wittmann.at/,Meta Ads Library
Hofer Werbespot 1976,Hofer,Instagram,2023-02-11,4756749,Manuel Rubey,XXXLutz macht Wohnen zum Erlebnis.,http://www.schlager-perner.org/,Horizont.at
Red Bull Werbespot 1988,Red Bull,Facebook,2022-09-10,7570425,Anna Veith,Bei Lidl Österreich ist mehr für dich drin.,https://www.bock.org/,Statista AT
Erste Bank Werbespot 2007,Erste Bank,YouTube,2024-06-22,5751404,Armin Assinger,Schneller surfen mit A1 – Österreichs schnellstes Netz.,http://www.adler-landl.at/,Horizont.at
Lidl Österreich Werbespot 1990,Lidl Österreich,YouTube,2024-05-20,1514534,,Erste Bank – Weil du zählst.,http://www.gstrein.com/,Meta Ads Library
A1 Telekom Werbespot 1975,A1 Telekom,Facebook,2024-04-29,6320367,,Magenta – So geht Internet heute.,http://mann-messner.com/,Meta Ads Library
Erste Bank Werbespot 1976,Erste Bank,TikTok,2024-12-04,2027226,Christoph Waltz,Bei Lidl Österreich ist mehr für dich drin.,https://www.windhager-konrad.com/,Statista AT
Magenta Werbespot 1982,Magenta,TV,2024-02-02,6348509,DJ Ötzi,Red Bull verleiht dir Flüüügel.,http://mader-herzog.co.at/,Meta Ads Library
Magenta Werbespot 1988,Magenta,YouTube,2025-02-05,829447,DJ Ötzi,Magenta – So geht Internet heute.,http://www.schachinger.com/,YouTube Leaderboard
Spar Werbespot 2024,Spar,TikTok,2024-11-26,6460886,DJ Ötzi,Bei Lidl Österreich ist mehr für dich drin.,https://www.brugger.org/,Horizont.at
XXXLutz Werbespot 1998,XXXLutz,YouTube,2024-11-07,5329408,DJ Ötzi,Schneller surfen mit A1 – Österreichs schnellstes Netz.,https://www.haemmerle-dangl.net/,Statista AT
Hofer Werbespot 2018,Hofer,Instagram,2020-08-04,4649216,Anna Veith,Magenta – So geht Internet heute.,http://www.gassner-gahleitner.co.at/,Statista AT
Billa Werbespot 2025,Billa,TikTok,2021-12-08,5552117,,Magenta – So geht Internet heute.,http://www.dangl-schenk.net/,Meta Ads Library
Lidl Österreich Werbespot 1983,Lidl Österreich,Facebook,2021-07-22,5991987,Marcel Hirscher,XXXLutz macht Wohnen zum Erlebnis.,https://zoehrer.at/,Meta Ads Library
Erste Bank Werbespot 1996,Erste Bank,TV,2025-01-11,5979980,Christoph Waltz,Red Bull verleiht dir Flüüügel.,https://neumayr-lorenz.at/,Statista AT
ÖBB Werbespot 2023,ÖBB,YouTube,2025-04-18,777729,DJ Ötzi,"Jetzt neu bei Billa – frisch, regional, leiwand.",https://www.freitag-frank.org/,ORF
Hofer Werbespot 2010,Hofer,Instagram,2025-04-03,867579,DJ Ötzi,Red Bull verleiht dir Flüüügel.,http://www.steinacher.com/,Meta Ads Library
Billa Werbespot 2006,Billa,TV,2023-03-23,4682329,Manuel Rubey,ÖBB – Nachhaltig ans Ziel.,https://rudolf-meindl.org/,Horizont.at
XXXLutz Werbespot 2011,XXXLutz,YouTube,2024-04-27,761777,Conchita Wurst,Erste Bank – Weil du zählst.,http://www.krug-fleischmann.org/,Horizont.at
